FlightNumber,Airline,DepartureAirport,ArrivalAirport,ScheduledDepartureTime,ActualDepartureTime,DelayDuration,DelayCause,Date,PassengerImpact,FlightStatus
UA369,American Airlines,MIA,PHX,26-04-2025 01:45,26-04-2025 04:45,180,Security,26-04-2025,Missed connections,Delayed
AA710,Delta Air Lines,JFK,ATL,18-03-2025 22:00,18-03-2025 22:45,45,Technical,18-03-2025,Moderate,Delayed
DL797,Delta Air Lines,SFO,SEA,13-01-2025 03:30,13-01-2025 06:30,180,Crew,13-01-2025,Major impact,Delayed
SW346,Delta Air Lines,LAX,ATL,18-03-2025 20:45,,,Technical,18-03-2025,Missed connections,Cancelled
AS107,Southwest Airlines,SEA,ORD,16-02-2025 22:30,16-02-2025 22:35,5,Security,16-02-2025,Minimal,Delayed
AS891,Delta Air Lines,DFW,LAX,26-02-2025 02:30,26-02-2025 02:40,10,Security,26-02-2025,Minimal,Delayed
AS349,JetBlue Airways,ORD,SEA,23-04-2025 15:45,23-04-2025 15:45,0,None,23-04-2025,Minimal,On-time
SW284,Delta Air Lines,DEN,SEA,29-04-2025 00:30,29-04-2025 00:35,5,Technical,29-04-2025,Minimal,Delayed
AA857,JetBlue Airways,ORD,JFK,17-01-2025 11:45,17-01-2025 11:45,0,None,17-01-2025,Minimal,On-time
AA321,Southwest Airlines,MIA,SFO,07-01-2025 10:00,07-01-2025 10:05,5,Late Aircraft,07-01-2025,Minimal,Delayed
SW949,American Airlines,DEN,JFK,17-01-2025 23:00,18-01-2025 00:30,90,Crew,17-01-2025,Major impact,Delayed
JB223,American Airlines,DFW,JFK,17-03-2025 03:15,17-03-2025 03:45,30,Weather,17-03-2025,Moderate,Delayed
DL123,JetBlue Airways,ORD,SFO,21-01-2025 22:15,21-01-2025 22:15,0,None,21-01-2025,Minimal,On-time
UA682,Southwest Airlines,PHX,DEN,30-01-2025 03:15,30-01-2025 03:15,0,None,30-01-2025,Minimal,On-time
JB833,JetBlue Airways,SFO,JFK,18-01-2025 14:30,18-01-2025 14:30,0,None,18-01-2025,Minimal,On-time
UA777,United Airlines,ORD,DEN,22-03-2025 18:15,22-03-2025 19:00,45,Security,22-03-2025,Moderate,Delayed
UA810,United Airlines,DEN,DFW,07-03-2025 02:00,07-03-2025 05:00,180,Weather,07-03-2025,Missed connections,Delayed
UA642,Delta Air Lines,ORD,DEN,08-04-2025 10:45,08-04-2025 10:45,0,None,08-04-2025,Minimal,On-time
DL711,Alaska Airlines,DEN,ATL,16-01-2025 15:45,16-01-2025 17:15,90,Late Aircraft,16-01-2025,Major impact,Delayed
SW205,Southwest Airlines,ATL,DEN,11-03-2025 13:00,11-03-2025 13:45,45,Late Aircraft,11-03-2025,Moderate,Delayed
DL875,Southwest Airlines,SFO,JFK,17-01-2025 06:30,17-01-2025 06:30,0,None,17-01-2025,Minimal,On-time
JB473,American Airlines,LAX,SFO,26-01-2025 21:00,26-01-2025 21:30,30,Weather,26-01-2025,Moderate,Delayed
AA423,Southwest Airlines,JFK,SFO,09-03-2025 14:00,09-03-2025 14:15,15,Crew,09-03-2025,Minimal,Delayed
DL351,JetBlue Airways,DEN,ORD,26-02-2025 18:30,26-02-2025 20:00,90,Crew,26-02-2025,Missed connections,Delayed
AS931,United Airlines,SEA,JFK,10-02-2025 23:45,10-02-2025 23:55,10,Security,10-02-2025,Minimal,Delayed
JB507,Southwest Airlines,ORD,SEA,16-03-2025 06:45,16-03-2025 06:55,10,Security,16-03-2025,Minimal,Delayed
UA830,JetBlue Airways,SEA,ORD,22-03-2025 21:45,22-03-2025 21:50,5,Crew,22-03-2025,Minimal,Delayed
AA890,Delta Air Lines,DFW,MIA,19-04-2025 15:00,19-04-2025 15:30,30,Weather,19-04-2025,Moderate,Delayed
AA677,Delta Air Lines,ATL,JFK,19-03-2025 11:45,19-03-2025 12:15,30,Technical,19-03-2025,Moderate,Delayed
DL806,Alaska Airlines,PHX,SEA,28-01-2025 21:15,28-01-2025 22:45,90,Crew,28-01-2025,Missed connections,Delayed
JB236,United Airlines,DFW,ATL,15-04-2025 12:45,15-04-2025 13:00,15,Crew,15-04-2025,Minimal,Delayed
SW342,JetBlue Airways,ATL,ORD,03-04-2025 17:30,03-04-2025 17:35,5,Technical,03-04-2025,Minimal,Delayed
DL122,JetBlue Airways,LAX,DEN,30-03-2025 00:00,30-03-2025 00:30,30,Technical,30-03-2025,Moderate,Delayed
DL628,United Airlines,ORD,ATL,28-01-2025 09:45,28-01-2025 12:45,180,Technical,28-01-2025,Major impact,Delayed
SW439,United Airlines,LAX,SFO,18-04-2025 08:30,18-04-2025 10:00,90,Weather,18-04-2025,Missed connections,Delayed
JB806,JetBlue Airways,PHX,LAX,26-01-2025 17:15,26-01-2025 17:20,5,Late Aircraft,26-01-2025,Minimal,Delayed
DL318,Alaska Airlines,ATL,DFW,10-04-2025 13:15,10-04-2025 13:15,0,None,10-04-2025,Minimal,On-time
SW578,Delta Air Lines,DFW,LAX,23-02-2025 23:00,23-02-2025 23:00,0,None,23-02-2025,Minimal,On-time
UA847,Southwest Airlines,JFK,MIA,01-01-2025 06:30,01-01-2025 08:00,90,Weather,01-01-2025,Missed connections,Delayed
DL738,JetBlue Airways,ORD,ATL,22-03-2025 09:00,22-03-2025 09:00,0,None,22-03-2025,Minimal,On-time
SW910,Alaska Airlines,ORD,JFK,17-01-2025 15:30,17-01-2025 17:00,90,Late Aircraft,17-01-2025,Missed connections,Delayed
SW564,Southwest Airlines,ATL,SFO,14-03-2025 00:45,,,Weather,14-03-2025,Major impact,Cancelled
AS514,Delta Air Lines,MIA,DEN,23-03-2025 12:30,23-03-2025 12:30,0,None,23-03-2025,Minimal,On-time
UA687,Southwest Airlines,ORD,SFO,18-03-2025 15:15,18-03-2025 15:45,30,Security,18-03-2025,Moderate,Delayed
JB795,Southwest Airlines,PHX,MIA,01-04-2025 08:00,01-04-2025 11:00,180,Late Aircraft,01-04-2025,Major impact,Delayed
JB422,United Airlines,JFK,DEN,18-03-2025 22:15,18-03-2025 23:45,90,Late Aircraft,18-03-2025,Missed connections,Delayed
DL863,Delta Air Lines,PHX,ORD,25-04-2025 12:00,25-04-2025 12:15,15,Security,25-04-2025,Minimal,Delayed
JB924,Alaska Airlines,LAX,ATL,12-02-2025 19:30,12-02-2025 20:30,60,Technical,12-02-2025,Moderate,Delayed
AA816,American Airlines,ATL,MIA,25-02-2025 23:15,25-02-2025 23:45,30,Security,25-02-2025,Moderate,Delayed
AS411,Southwest Airlines,ORD,ATL,16-04-2025 20:15,16-04-2025 22:15,120,Security,16-04-2025,Missed connections,Delayed
JB892,JetBlue Airways,MIA,ATL,27-04-2025 04:15,27-04-2025 07:15,180,Late Aircraft,27-04-2025,Major impact,Delayed
JB968,United Airlines,LAX,SEA,08-03-2025 01:45,08-03-2025 02:15,30,Crew,08-03-2025,Moderate,Delayed
UA510,United Airlines,SEA,PHX,22-04-2025 08:45,22-04-2025 09:45,60,Security,22-04-2025,Moderate,Delayed
SW738,United Airlines,PHX,SFO,25-01-2025 21:15,25-01-2025 21:15,0,None,25-01-2025,Minimal,On-time
SW257,Delta Air Lines,SFO,LAX,07-01-2025 17:00,07-01-2025 17:15,15,Late Aircraft,07-01-2025,Minimal,Delayed
SW235,American Airlines,LAX,SEA,11-02-2025 11:30,11-02-2025 11:30,0,None,11-02-2025,Minimal,On-time
SW384,United Airlines,SEA,PHX,21-02-2025 10:30,21-02-2025 10:30,0,None,21-02-2025,Minimal,On-time
SW460,American Airlines,ATL,DEN,02-03-2025 13:30,02-03-2025 13:35,5,Late Aircraft,02-03-2025,Minimal,Delayed
UA633,Southwest Airlines,MIA,ATL,07-02-2025 21:00,07-02-2025 22:30,90,Late Aircraft,07-02-2025,Missed connections,Delayed
AA257,Delta Air Lines,ORD,DEN,03-02-2025 02:45,,,Technical,03-02-2025,Major impact,Cancelled
JB516,JetBlue Airways,SFO,JFK,07-03-2025 07:30,07-03-2025 07:30,0,None,07-03-2025,Minimal,On-time
AS165,Southwest Airlines,JFK,ORD,22-02-2025 06:00,22-02-2025 06:00,0,None,22-02-2025,Minimal,On-time
UA257,Delta Air Lines,MIA,SFO,08-01-2025 05:00,08-01-2025 05:00,0,None,08-01-2025,Minimal,On-time
AA653,JetBlue Airways,MIA,DFW,04-01-2025 19:30,04-01-2025 19:30,0,None,04-01-2025,Minimal,On-time
AS692,American Airlines,PHX,SFO,23-03-2025 02:45,23-03-2025 04:45,120,Technical,23-03-2025,Missed connections,Delayed
DL668,United Airlines,LAX,ORD,16-02-2025 12:30,16-02-2025 13:15,45,Crew,16-02-2025,Moderate,Delayed
SW309,United Airlines,SFO,MIA,08-02-2025 16:00,08-02-2025 18:00,120,Technical,08-02-2025,Missed connections,Delayed
UA698,Alaska Airlines,MIA,JFK,18-01-2025 21:45,18-01-2025 22:30,45,Crew,18-01-2025,Moderate,Delayed
AA920,Delta Air Lines,LAX,SFO,27-04-2025 16:15,27-04-2025 17:00,45,Security,27-04-2025,Moderate,Delayed
AA579,Delta Air Lines,ORD,ATL,06-01-2025 07:00,06-01-2025 09:00,120,Late Aircraft,06-01-2025,Missed connections,Delayed
SW571,United Airlines,PHX,DEN,15-01-2025 21:30,15-01-2025 23:00,90,Crew,15-01-2025,Major impact,Delayed
JB634,Alaska Airlines,ATL,SFO,11-04-2025 20:45,11-04-2025 21:30,45,Weather,11-04-2025,Moderate,Delayed
DL350,Alaska Airlines,DFW,ATL,25-04-2025 13:00,25-04-2025 13:00,0,None,25-04-2025,Minimal,On-time
JB485,Alaska Airlines,PHX,ORD,22-01-2025 14:45,22-01-2025 14:45,0,None,22-01-2025,Minimal,On-time
JB314,American Airlines,SEA,DFW,31-03-2025 00:45,31-03-2025 01:15,30,Weather,31-03-2025,Moderate,Delayed
JB917,American Airlines,SEA,PHX,06-03-2025 04:30,06-03-2025 04:30,0,None,06-03-2025,Minimal,On-time
UA941,United Airlines,PHX,ORD,23-02-2025 19:00,23-02-2025 19:00,0,None,23-02-2025,Minimal,On-time
DL236,Southwest Airlines,ATL,ORD,25-03-2025 15:00,25-03-2025 18:00,180,Security,25-03-2025,Major impact,Delayed
DL333,Southwest Airlines,PHX,JFK,05-01-2025 22:45,05-01-2025 23:30,45,Security,05-01-2025,Moderate,Delayed
SW156,Alaska Airlines,MIA,ORD,14-04-2025 14:45,14-04-2025 15:30,45,Weather,14-04-2025,Moderate,Delayed
SW530,Southwest Airlines,DEN,SFO,26-01-2025 18:00,26-01-2025 18:00,0,None,26-01-2025,Minimal,On-time
JB653,JetBlue Airways,JFK,MIA,06-04-2025 06:45,06-04-2025 07:45,60,Security,06-04-2025,Moderate,Delayed
SW716,American Airlines,MIA,ORD,17-02-2025 16:45,17-02-2025 19:45,180,Technical,17-02-2025,Missed connections,Delayed
SW520,Delta Air Lines,MIA,JFK,21-04-2025 04:00,21-04-2025 05:30,90,Weather,21-04-2025,Major impact,Delayed
SW797,American Airlines,ATL,LAX,30-04-2025 20:00,30-04-2025 21:00,60,Weather,30-04-2025,Moderate,Delayed
JB202,Delta Air Lines,PHX,MIA,08-03-2025 20:45,08-03-2025 20:45,0,None,08-03-2025,Minimal,On-time
AA623,Delta Air Lines,JFK,MIA,01-01-2025 12:45,01-01-2025 12:45,0,None,01-01-2025,Minimal,On-time
JB137,American Airlines,JFK,MIA,17-03-2025 04:15,17-03-2025 04:30,15,Security,17-03-2025,Minimal,Delayed
SW666,JetBlue Airways,DFW,ORD,05-02-2025 22:45,06-02-2025 00:45,120,Weather,05-02-2025,Major impact,Delayed
AA530,Southwest Airlines,DEN,MIA,07-03-2025 19:45,07-03-2025 19:45,0,None,07-03-2025,Minimal,On-time
DL295,United Airlines,DEN,MIA,02-01-2025 15:45,02-01-2025 15:55,10,Technical,02-01-2025,Minimal,Delayed
AS323,American Airlines,DEN,SFO,13-02-2025 20:00,13-02-2025 21:00,60,Late Aircraft,13-02-2025,Moderate,Delayed
AA466,Delta Air Lines,LAX,PHX,03-03-2025 19:15,03-03-2025 20:00,45,Crew,03-03-2025,Moderate,Delayed
UA621,JetBlue Airways,DFW,LAX,10-01-2025 09:00,10-01-2025 11:00,120,Weather,10-01-2025,Major impact,Delayed
DL763,United Airlines,JFK,ORD,21-02-2025 17:45,21-02-2025 19:15,90,Security,21-02-2025,Major impact,Delayed
JB754,Southwest Airlines,SEA,MIA,10-03-2025 01:15,10-03-2025 02:00,45,Crew,10-03-2025,Moderate,Delayed
JB398,United Airlines,SFO,MIA,15-03-2025 09:00,15-03-2025 09:00,0,None,15-03-2025,Minimal,On-time
SW843,Southwest Airlines,ORD,JFK,09-01-2025 13:15,09-01-2025 13:15,0,None,09-01-2025,Minimal,On-time
SW323,Southwest Airlines,MIA,DFW,22-04-2025 03:30,22-04-2025 05:30,120,Crew,22-04-2025,Missed connections,Delayed
DL715,Alaska Airlines,ATL,MIA,30-01-2025 03:45,30-01-2025 03:45,0,None,30-01-2025,Minimal,On-time
DL827,American Airlines,ATL,LAX,12-02-2025 17:30,12-02-2025 17:30,0,None,12-02-2025,Minimal,On-time
AS267,Delta Air Lines,DFW,ATL,08-02-2025 02:45,08-02-2025 02:45,0,None,08-02-2025,Minimal,On-time
AA663,United Airlines,ORD,PHX,01-02-2025 18:45,01-02-2025 18:45,0,None,01-02-2025,Minimal,On-time
SW312,United Airlines,ORD,SEA,19-04-2025 15:30,19-04-2025 15:40,10,Crew,19-04-2025,Minimal,Delayed
JB465,JetBlue Airways,ORD,LAX,28-04-2025 20:45,28-04-2025 20:55,10,Late Aircraft,28-04-2025,Minimal,Delayed
AA444,American Airlines,ATL,DFW,10-01-2025 16:00,10-01-2025 19:00,180,Weather,10-01-2025,Missed connections,Delayed
AA333,United Airlines,ORD,MIA,19-02-2025 22:00,19-02-2025 22:00,0,None,19-02-2025,Minimal,On-time
JB308,Alaska Airlines,SEA,MIA,06-02-2025 00:15,06-02-2025 00:30,15,Security,06-02-2025,Minimal,Delayed
AS752,Delta Air Lines,DFW,JFK,14-04-2025 04:45,14-04-2025 04:45,0,None,14-04-2025,Minimal,On-time
AS130,JetBlue Airways,PHX,SFO,01-04-2025 05:00,01-04-2025 05:30,30,Late Aircraft,01-04-2025,Moderate,Delayed
SW226,JetBlue Airways,SFO,SEA,22-02-2025 13:00,22-02-2025 14:00,60,Late Aircraft,22-02-2025,Moderate,Delayed
UA278,American Airlines,ATL,DFW,18-01-2025 21:15,19-01-2025 00:15,180,Weather,18-01-2025,Major impact,Delayed
DL842,Southwest Airlines,SFO,PHX,29-01-2025 13:45,29-01-2025 13:50,5,Weather,29-01-2025,Minimal,Delayed
SW729,American Airlines,DEN,ATL,23-03-2025 09:30,23-03-2025 09:30,0,None,23-03-2025,Minimal,On-time
UA127,JetBlue Airways,ATL,ORD,01-02-2025 11:00,01-02-2025 12:30,90,Crew,01-02-2025,Missed connections,Delayed
DL989,Southwest Airlines,JFK,ATL,12-03-2025 12:15,12-03-2025 12:30,15,Late Aircraft,12-03-2025,Minimal,Delayed
JB698,United Airlines,SFO,DEN,15-02-2025 18:15,15-02-2025 20:15,120,Late Aircraft,15-02-2025,Missed connections,Delayed
UA931,American Airlines,ORD,JFK,04-01-2025 06:30,04-01-2025 06:45,15,Crew,04-01-2025,Minimal,Delayed
AS839,Delta Air Lines,ORD,DEN,29-04-2025 21:30,29-04-2025 21:30,0,None,29-04-2025,Minimal,On-time
DL284,JetBlue Airways,MIA,DFW,15-03-2025 00:30,15-03-2025 01:00,30,Technical,15-03-2025,Moderate,Delayed
UA382,Southwest Airlines,LAX,SFO,29-03-2025 15:30,29-03-2025 16:00,30,Technical,29-03-2025,Moderate,Delayed
AA366,Alaska Airlines,PHX,SEA,09-03-2025 16:45,09-03-2025 17:45,60,Technical,09-03-2025,Moderate,Delayed
AS108,United Airlines,JFK,SFO,06-02-2025 07:45,06-02-2025 09:15,90,Late Aircraft,06-02-2025,Major impact,Delayed
AA815,JetBlue Airways,DEN,PHX,07-01-2025 01:00,07-01-2025 01:00,0,None,07-01-2025,Minimal,On-time
DL187,United Airlines,DFW,LAX,11-02-2025 02:00,11-02-2025 03:30,90,Late Aircraft,11-02-2025,Missed connections,Delayed
AA919,American Airlines,SEA,PHX,10-01-2025 17:45,10-01-2025 19:15,90,Security,10-01-2025,Missed connections,Delayed
DL438,Southwest Airlines,JFK,SEA,24-03-2025 17:00,24-03-2025 18:30,90,Security,24-03-2025,Major impact,Delayed
AS173,United Airlines,ORD,ATL,01-04-2025 23:15,01-04-2025 23:20,5,Weather,01-04-2025,Minimal,Delayed
AA289,JetBlue Airways,SFO,DEN,24-03-2025 22:30,,,Crew,24-03-2025,Major impact,Cancelled
DL395,Alaska Airlines,LAX,ATL,07-02-2025 04:00,07-02-2025 06:00,120,Weather,07-02-2025,Major impact,Delayed
UA427,Alaska Airlines,PHX,ATL,03-01-2025 03:45,03-01-2025 04:15,30,Technical,03-01-2025,Moderate,Delayed
JB244,Delta Air Lines,ATL,DFW,05-02-2025 01:00,05-02-2025 01:00,0,None,05-02-2025,Minimal,On-time
JB233,Delta Air Lines,ATL,JFK,17-02-2025 12:15,17-02-2025 12:25,10,Security,17-02-2025,Minimal,Delayed
AA216,Delta Air Lines,ORD,PHX,09-02-2025 06:15,09-02-2025 06:45,30,Technical,09-02-2025,Moderate,Delayed
UA285,JetBlue Airways,SFO,LAX,12-04-2025 06:15,12-04-2025 07:00,45,Crew,12-04-2025,Moderate,Delayed
SW795,United Airlines,DEN,ATL,28-01-2025 09:15,28-01-2025 10:00,45,Crew,28-01-2025,Moderate,Delayed
SW912,American Airlines,ATL,DEN,16-03-2025 16:45,16-03-2025 17:30,45,Technical,16-03-2025,Moderate,Delayed
AS929,JetBlue Airways,DEN,DFW,25-02-2025 14:45,25-02-2025 15:15,30,Crew,25-02-2025,Moderate,Delayed
JB752,Alaska Airlines,DEN,ATL,21-03-2025 15:15,21-03-2025 15:25,10,Crew,21-03-2025,Minimal,Delayed
SW513,United Airlines,DEN,LAX,04-02-2025 15:45,04-02-2025 15:45,0,None,04-02-2025,Minimal,On-time
DL993,Alaska Airlines,MIA,JFK,21-03-2025 13:45,21-03-2025 14:30,45,Late Aircraft,21-03-2025,Moderate,Delayed
UA324,Delta Air Lines,SFO,DEN,21-01-2025 09:45,21-01-2025 09:45,0,None,21-01-2025,Minimal,On-time
SW544,Alaska Airlines,DEN,DFW,13-02-2025 06:45,13-02-2025 09:45,180,Crew,13-02-2025,Major impact,Delayed
DL998,Alaska Airlines,SFO,MIA,29-04-2025 18:15,29-04-2025 19:15,60,Late Aircraft,29-04-2025,Moderate,Delayed
AS568,Alaska Airlines,SFO,DFW,06-04-2025 20:15,06-04-2025 20:45,30,Crew,06-04-2025,Moderate,Delayed
UA612,Alaska Airlines,SFO,DFW,27-03-2025 18:00,27-03-2025 18:10,10,Late Aircraft,27-03-2025,Minimal,Delayed
DL403,JetBlue Airways,SEA,DFW,20-03-2025 19:00,20-03-2025 20:00,60,Technical,20-03-2025,Moderate,Delayed
JB185,American Airlines,SFO,PHX,25-03-2025 06:45,25-03-2025 07:15,30,Weather,25-03-2025,Moderate,Delayed
DL585,Delta Air Lines,SFO,JFK,02-03-2025 22:15,02-03-2025 22:15,0,None,02-03-2025,Minimal,On-time
AA380,JetBlue Airways,PHX,SFO,15-04-2025 15:00,15-04-2025 15:15,15,Late Aircraft,15-04-2025,Minimal,Delayed
JB312,American Airlines,ATL,LAX,06-02-2025 12:15,06-02-2025 13:00,45,Late Aircraft,06-02-2025,Moderate,Delayed
UA757,United Airlines,ATL,DFW,19-02-2025 22:30,20-02-2025 00:00,90,Technical,19-02-2025,Major impact,Delayed
SW242,Alaska Airlines,PHX,ORD,02-01-2025 06:45,02-01-2025 06:45,0,None,02-01-2025,Minimal,On-time
AS181,Alaska Airlines,LAX,DFW,24-03-2025 13:45,24-03-2025 13:45,0,None,24-03-2025,Minimal,On-time
AA735,Southwest Airlines,SEA,JFK,22-02-2025 21:15,22-02-2025 21:45,30,Security,22-02-2025,Moderate,Delayed
AA498,American Airlines,ATL,SFO,11-04-2025 18:00,11-04-2025 18:30,30,Security,11-04-2025,Moderate,Delayed
AS699,American Airlines,LAX,ORD,29-01-2025 07:30,29-01-2025 07:30,0,None,29-01-2025,Minimal,On-time
AS529,Southwest Airlines,DFW,DEN,10-03-2025 03:30,10-03-2025 06:30,180,Crew,10-03-2025,Major impact,Delayed
AA985,Southwest Airlines,SEA,DFW,05-01-2025 02:30,05-01-2025 02:30,0,None,05-01-2025,Minimal,On-time
SW110,United Airlines,PHX,LAX,09-04-2025 00:00,09-04-2025 00:00,0,None,09-04-2025,Minimal,On-time
DL139,Delta Air Lines,MIA,PHX,17-04-2025 13:45,17-04-2025 13:45,0,None,17-04-2025,Minimal,On-time
JB133,Alaska Airlines,LAX,JFK,01-02-2025 09:15,01-02-2025 09:45,30,Crew,01-02-2025,Moderate,Delayed
AS437,United Airlines,MIA,ORD,24-04-2025 04:00,24-04-2025 04:30,30,Weather,24-04-2025,Moderate,Delayed
AS589,JetBlue Airways,LAX,MIA,18-04-2025 18:00,18-04-2025 21:00,180,Late Aircraft,18-04-2025,Major impact,Delayed
SW201,Alaska Airlines,LAX,MIA,15-01-2025 06:15,15-01-2025 06:15,0,None,15-01-2025,Minimal,On-time
AS416,American Airlines,ATL,DEN,26-04-2025 14:00,26-04-2025 17:00,180,Security,26-04-2025,Major impact,Delayed
AA235,JetBlue Airways,SEA,ORD,10-02-2025 04:45,10-02-2025 04:45,0,None,10-02-2025,Minimal,On-time
JB318,Southwest Airlines,SEA,PHX,17-02-2025 15:45,17-02-2025 17:15,90,Technical,17-02-2025,Major impact,Delayed
AA138,Alaska Airlines,SEA,ORD,20-03-2025 03:45,20-03-2025 04:30,45,Technical,20-03-2025,Moderate,Delayed
DL221,United Airlines,ORD,JFK,10-01-2025 22:15,10-01-2025 23:15,60,Technical,10-01-2025,Moderate,Delayed
SW711,Alaska Airlines,SFO,ATL,19-02-2025 02:45,19-02-2025 03:45,60,Crew,19-02-2025,Moderate,Delayed
UA279,Alaska Airlines,SEA,ORD,25-04-2025 02:00,25-04-2025 03:00,60,Crew,25-04-2025,Moderate,Delayed
AA824,Southwest Airlines,PHX,MIA,18-03-2025 22:30,18-03-2025 23:30,60,Late Aircraft,18-03-2025,Moderate,Delayed
UA618,JetBlue Airways,PHX,DFW,08-01-2025 00:30,08-01-2025 01:30,60,Late Aircraft,08-01-2025,Moderate,Delayed
AS511,Delta Air Lines,DEN,SFO,10-04-2025 16:30,10-04-2025 16:30,0,None,10-04-2025,Minimal,On-time
DL559,Alaska Airlines,LAX,MIA,20-01-2025 12:45,20-01-2025 13:45,60,Late Aircraft,20-01-2025,Moderate,Delayed
UA491,American Airlines,SEA,JFK,26-03-2025 01:00,26-03-2025 01:45,45,Weather,26-03-2025,Moderate,Delayed
AA938,Southwest Airlines,MIA,SFO,21-04-2025 05:30,21-04-2025 08:30,180,Late Aircraft,21-04-2025,Major impact,Delayed
AA753,Southwest Airlines,SFO,PHX,18-03-2025 01:30,18-03-2025 01:30,0,None,18-03-2025,Minimal,On-time
AA597,Delta Air Lines,MIA,ATL,01-01-2025 15:45,01-01-2025 18:45,180,Weather,01-01-2025,Major impact,Delayed
AS265,Delta Air Lines,DFW,ATL,12-03-2025 04:15,,,Crew,12-03-2025,Missed connections,Cancelled
UA987,Delta Air Lines,MIA,DFW,15-02-2025 19:30,15-02-2025 20:15,45,Weather,15-02-2025,Moderate,Delayed
JB374,Southwest Airlines,PHX,LAX,30-01-2025 11:00,30-01-2025 11:00,0,None,30-01-2025,Minimal,On-time
UA783,American Airlines,DEN,DFW,10-02-2025 14:15,10-02-2025 17:15,180,Security,10-02-2025,Major impact,Delayed
AA910,Southwest Airlines,ORD,LAX,23-03-2025 22:30,23-03-2025 22:30,0,None,23-03-2025,Minimal,On-time
AA713,Southwest Airlines,MIA,DFW,04-01-2025 04:00,04-01-2025 04:00,0,None,04-01-2025,Minimal,On-time
UA204,JetBlue Airways,ORD,SFO,01-02-2025 09:00,01-02-2025 09:15,15,Security,01-02-2025,Minimal,Delayed
AA771,United Airlines,ORD,MIA,13-03-2025 13:45,13-03-2025 14:00,15,Security,13-03-2025,Minimal,Delayed
AA756,JetBlue Airways,MIA,DFW,03-01-2025 12:15,03-01-2025 12:15,0,None,03-01-2025,Minimal,On-time
JB757,Alaska Airlines,JFK,ORD,01-03-2025 17:00,01-03-2025 17:10,10,Technical,01-03-2025,Minimal,Delayed
JB842,Alaska Airlines,SEA,ORD,30-04-2025 07:45,30-04-2025 07:50,5,Crew,30-04-2025,Minimal,Delayed
JB430,United Airlines,SEA,DEN,17-03-2025 18:30,17-03-2025 18:35,5,Security,17-03-2025,Minimal,Delayed
DL689,Alaska Airlines,JFK,SEA,19-03-2025 13:00,19-03-2025 14:00,60,Technical,19-03-2025,Moderate,Delayed
JB539,American Airlines,SFO,LAX,04-04-2025 01:45,04-04-2025 03:45,120,Technical,04-04-2025,Major impact,Delayed
UA480,Southwest Airlines,JFK,ATL,21-02-2025 10:15,21-02-2025 10:25,10,Technical,21-02-2025,Minimal,Delayed
JB170,United Airlines,PHX,MIA,08-01-2025 04:30,08-01-2025 04:35,5,Security,08-01-2025,Minimal,Delayed
SW840,Southwest Airlines,PHX,ATL,23-03-2025 19:45,23-03-2025 20:30,45,Late Aircraft,23-03-2025,Moderate,Delayed
SW980,Delta Air Lines,DEN,JFK,10-03-2025 09:15,10-03-2025 09:30,15,Crew,10-03-2025,Minimal,Delayed
UA624,American Airlines,JFK,DEN,11-01-2025 14:15,11-01-2025 15:15,60,Crew,11-01-2025,Moderate,Delayed
SW714,American Airlines,DEN,PHX,13-02-2025 10:45,13-02-2025 10:50,5,Late Aircraft,13-02-2025,Minimal,Delayed
SW676,Southwest Airlines,JFK,DFW,05-02-2025 05:30,05-02-2025 06:00,30,Technical,05-02-2025,Moderate,Delayed
DL735,United Airlines,PHX,ORD,15-02-2025 05:15,15-02-2025 05:15,0,None,15-02-2025,Minimal,On-time
JB929,Delta Air Lines,MIA,SFO,29-01-2025 01:30,29-01-2025 01:45,15,Security,29-01-2025,Minimal,Delayed
DL806,JetBlue Airways,PHX,LAX,26-02-2025 05:00,26-02-2025 05:15,15,Security,26-02-2025,Minimal,Delayed
DL127,United Airlines,LAX,SEA,01-03-2025 17:15,01-03-2025 17:15,0,None,01-03-2025,Minimal,On-time
DL704,Delta Air Lines,SFO,SEA,19-03-2025 06:45,19-03-2025 06:45,0,None,19-03-2025,Minimal,On-time
SW326,Delta Air Lines,DEN,JFK,28-01-2025 03:15,28-01-2025 06:15,180,Weather,28-01-2025,Missed connections,Delayed
UA107,Delta Air Lines,ATL,JFK,23-02-2025 03:00,23-02-2025 03:30,30,Technical,23-02-2025,Moderate,Delayed
JB331,Southwest Airlines,PHX,SEA,11-01-2025 19:00,11-01-2025 19:05,5,Technical,11-01-2025,Minimal,Delayed
AS449,Southwest Airlines,LAX,SEA,19-01-2025 05:30,19-01-2025 06:15,45,Late Aircraft,19-01-2025,Moderate,Delayed
AS477,United Airlines,PHX,ORD,01-01-2025 23:45,,,Crew,01-01-2025,Major impact,Cancelled
DL860,Delta Air Lines,LAX,SEA,25-03-2025 20:45,25-03-2025 23:45,180,Weather,25-03-2025,Missed connections,Delayed
UA551,Alaska Airlines,ORD,DFW,26-02-2025 00:00,26-02-2025 01:00,60,Technical,26-02-2025,Moderate,Delayed
AS206,American Airlines,SEA,MIA,24-02-2025 13:45,24-02-2025 14:45,60,Technical,24-02-2025,Moderate,Delayed
AS877,Southwest Airlines,LAX,DFW,04-01-2025 18:15,04-01-2025 19:15,60,Late Aircraft,04-01-2025,Moderate,Delayed
